Date,Price,Open,High,Low,Vol.,Change %
10/15/2020,"11,503.00","11,421.40","11,590.90","11,276.70",70.84K,0.72%
10/14/2020,"11,420.40","11,424.40","11,541.00","11,293.50",59.12K,-0.03%
10/13/2020,"11,423.80","11,533.50","11,558.00","11,315.90",64.67K,-0.95%
10/12/2020,"11,533.90","11,370.80","11,715.90","11,227.40",84.02K,1.43%
10/11/2020,"11,371.00","11,295.60","11,439.40","11,277.60",41.06K,0.64%
10/10/2020,"11,298.40","11,053.50","11,475.00","11,053.10",65.81K,2.21%
10/9/2020,"11,054.20","10,923.50","11,103.00","10,836.90",70.95K,1.19%
10/8/2020,"10,924.10","10,670.70","10,948.60","10,549.60",79.78K,2.37%
10/7/2020,"10,670.90","10,601.00","10,680.10","10,553.30",49.27K,0.64%
10/6/2020,"10,602.60","10,790.20","10,800.30","10,530.80",69.07K,-1.73%
10/5/2020,"10,789.50","10,672.50","10,789.60","10,623.40",48.86K,1.09%
10/4/2020,"10,672.90","10,544.40","10,693.30","10,520.80",31.40K,1.22%
10/3/2020,"10,544.20","10,572.20","10,597.80","10,501.20",29.10K,-0.27%
10/2/2020,"10,572.30","10,619.60","10,662.90","10,387.60",77.94K,-0.45%
10/1/2020,"10,620.50","10,776.60","10,913.70","10,462.70",95.33K,-1.44%
9/30/2020,"10,776.10","10,843.40","10,847.70","10,667.60",55.55K,-0.60%
9/29/2020,"10,840.90","10,694.30","10,858.40","10,642.40",59.64K,1.38%
9/28/2020,"10,693.20","10,776.40","10,946.60","10,685.20",72.29K,-0.77%
9/27/2020,"10,776.20","10,727.90","10,799.20","10,602.70",40.92K,0.45%
9/26/2020,"10,727.90","10,688.90","10,793.30","10,650.20",37.85K,0.37%
9/25/2020,"10,688.80","10,739.90","10,756.00","10,558.90",71.43K,-0.47%
9/24/2020,"10,739.40","10,238.10","10,787.80","10,201.00",82.95K,4.90%
9/23/2020,"10,237.30","10,531.50","10,535.40","10,146.60",74.95K,-2.79%
9/22/2020,"10,531.50","10,419.40","10,570.70","10,361.70",63.52K,1.10%
9/21/2020,"10,416.80","10,919.90","10,987.20","10,328.50",109.85K,-4.62%
9/20/2020,"10,921.50","11,081.60","11,081.60","10,772.70",53.39K,-1.45%
9/19/2020,"11,081.80","10,933.00","11,177.10","10,890.70",51.63K,1.36%
9/18/2020,"10,933.00","10,941.30","11,029.70","10,818.70",63.48K,-0.08%
9/17/2020,"10,941.30","10,950.10","11,039.30","10,755.20",77.22K,-0.07%
9/16/2020,"10,949.50","10,785.20","11,093.30","10,669.20",94.94K,1.52%
9/15/2020,"10,785.30","10,675.20","10,931.80","10,627.80",91.70K,1.03%
9/14/2020,"10,675.30","10,332.70","10,744.30","10,264.50",96.64K,3.38%
9/13/2020,"10,326.00","10,441.70","10,579.60","10,219.40",66.12K,-1.11%
9/12/2020,"10,441.90","10,390.20","10,476.80","10,275.90",48.49K,0.50%
9/11/2020,"10,390.20","10,339.80","10,398.80","10,212.60",62.28K,0.49%
9/10/2020,"10,339.70","10,224.30","10,480.30","10,219.20",88.01K,1.13%
9/9/2020,"10,224.60","10,126.80","10,343.30","9,984.60",71.37K,0.97%
9/8/2020,"10,126.60","10,376.90","10,434.40","9,877.10",113.90K,-2.41%
9/7/2020,"10,376.90","10,296.40","10,400.90","9,887.00",12.40M,0.78%
9/6/2020,"10,296.40","10,092.20","10,337.70","10,004.70",12.12M,2.02%
9/5/2020,"10,092.20","10,472.30","10,558.70","9,897.80",14.72M,-3.63%
9/4/2020,"10,472.50","10,168.70","10,614.20","9,960.30",12.50M,2.99%
9/3/2020,"10,168.80","11,413.20","11,442.70","10,009.50",9.65M,-10.90%
9/2/2020,"11,413.30","11,914.40","11,947.50","11,244.90",20.26M,-4.21%
9/1/2020,"11,914.90","11,644.20","12,045.90","11,544.60",580.69K,2.32%
8/31/2020,"11,644.20","11,701.10","11,760.20","11,563.80",496.14K,-0.49%
8/30/2020,"11,702.00","11,468.10","11,704.20","11,462.60",409.36K,2.04%
8/29/2020,"11,468.10","11,527.80","11,576.80","11,433.50",389.85K,-0.51%
8/28/2020,"11,527.40","11,327.50","11,539.00","11,281.90",464.94K,1.77%
8/27/2020,"11,327.40","11,462.30","11,580.30","11,135.30",560.59K,-1.18%
8/26/2020,"11,462.30","11,324.90","11,533.60","11,254.60",513.06K,1.21%
8/25/2020,"11,324.80","11,752.90","11,766.90","11,131.00",594.07K,-3.65%
8/24/2020,"11,753.50","11,641.60","11,824.60","11,587.10",429.13K,0.96%
8/23/2020,"11,641.60","11,661.10","11,705.40","11,520.80",377.33K,-0.17%
8/22/2020,"11,661.30","11,529.20","11,677.00","11,382.10",433.98K,1.15%
8/21/2020,"11,529.20","11,856.90","11,877.40","11,495.60",506.38K,-2.76%
8/20/2020,"11,856.90","11,751.00","11,881.00","11,672.70",430.93K,0.91%
8/19/2020,"11,750.20","11,944.40","12,013.20","11,602.60",550.26K,-1.65%
8/18/2020,"11,947.60","12,283.00","12,381.40","11,842.00",606.79K,-2.73%
8/17/2020,"12,282.60","11,898.80","12,444.10","11,764.00",628.41K,3.22%
8/16/2020,"11,899.00","11,845.50","11,922.50","11,688.90",410.81K,0.45%
8/15/2020,"11,845.30","11,751.10","11,964.00","11,711.50",499.10K,0.80%
8/14/2020,"11,750.80","11,771.10","11,835.50","11,651.50",435.44K,-0.17%
8/13/2020,"11,770.90","11,557.20","11,772.90","11,298.40",545.67K,1.85%
8/12/2020,"11,557.20","11,390.40","11,605.40","11,190.60",549.59K,1.46%
8/11/2020,"11,390.40","11,889.20","11,931.80","11,146.70",615.90K,-4.19%
8/10/2020,"11,889.20","11,681.10","12,041.10","11,546.90",564.11K,1.78%
8/9/2020,"11,681.20","11,764.40","11,792.80","11,527.50",303.00K,-0.71%
8/8/2020,"11,764.30","11,591.60","11,805.50","11,533.50",317.06K,1.49%
8/7/2020,"11,592.00","11,757.10","11,901.80","11,352.40",517.00K,-1.40%
8/6/2020,"11,757.10","11,735.00","11,898.40","11,563.00",554.85K,0.19%
8/5/2020,"11,735.10","11,184.80","11,771.50","11,114.50",570.83K,4.92%
8/4/2020,"11,184.70","11,223.80","11,407.80","11,043.00",485.79K,-0.35%
8/3/2020,"11,224.40","11,066.90","11,461.10","10,981.60",470.24K,1.42%
8/2/2020,"11,066.80","11,802.60","12,061.10","10,730.70",647.95K,-6.24%
8/1/2020,"11,803.10","11,333.20","11,847.70","11,226.10",611.47K,4.14%
7/31/2020,"11,333.40","11,096.50","11,434.80","10,964.60",530.95K,2.14%
7/30/2020,"11,096.20","11,105.80","11,164.40","10,861.60",501.14K,-0.09%
7/29/2020,"11,105.90","10,908.40","11,336.50","10,771.80",576.83K,1.81%
7/28/2020,"10,908.50","10,961.10","11,046.10","10,873.60",658.37K,-1.04%
7/27/2020,"11,022.80","9,932.70","11,367.00","9,894.60",908.99K,10.98%
7/26/2020,"9,932.50","9,690.00","10,086.60","9,645.90",415.07K,2.35%
7/25/2020,"9,704.10","9,546.70","9,729.30","9,536.20",306.29K,1.65%
7/24/2020,"9,546.40","9,599.20","9,626.20","9,480.50",359.16K,-0.55%
7/23/2020,"9,599.60","9,513.60","9,646.50","9,451.10",425.66K,0.90%
7/22/2020,"9,513.70","9,387.40","9,523.10","9,296.00",386.00K,1.35%
7/21/2020,"9,387.30","9,162.30","9,426.90","9,155.10",458.99K,2.46%
7/20/2020,"9,162.40","9,208.10","9,218.40","9,139.90",312.98K,-0.50%
7/19/2020,"9,208.00","9,170.10","9,224.80","9,106.40",265.25K,0.41%
7/18/2020,"9,170.20","9,155.80","9,198.80","9,126.70",276.40K,0.16%
7/17/2020,"9,155.80","9,135.40","9,181.90","9,091.50",310.92K,0.22%
7/16/2020,"9,135.30","9,198.70","9,224.20","9,052.00",429.04K,-0.69%
7/15/2020,"9,198.70","9,253.60","9,270.20","9,168.70",429.84K,-0.59%
7/14/2020,"9,253.40","9,243.10","9,274.80","9,135.70",453.83K,0.11%
7/13/2020,"9,243.60","9,300.50","9,329.60","9,207.60",456.87K,-0.62%
7/12/2020,"9,300.80","9,234.20","9,337.80","9,170.40",366.88K,0.73%
7/11/2020,"9,233.30","9,285.80","9,295.50","9,184.20",353.92K,-0.56%
7/10/2020,"9,285.10","9,239.00","9,309.80","9,131.90",418.47K,0.53%
7/9/2020,"9,235.70","9,430.10","9,434.50","9,176.00",444.27K,-2.06%
7/8/2020,"9,429.90","9,256.30","9,458.30","9,233.10",509.94K,1.88%
7/7/2020,"9,256.00","9,338.80","9,371.20","9,209.30",420.55K,-0.89%
7/6/2020,"9,339.00","9,080.40","9,363.00","9,063.20",510.27K,2.84%
7/5/2020,"9,081.00","9,134.30","9,149.60","8,932.10",314.10K,-0.58%
7/4/2020,"9,134.40","9,067.10","9,182.30","9,049.60",261.25K,0.74%
7/3/2020,"9,067.10","9,085.00","9,120.40","9,050.90",333.88K,-0.20%
7/2/2020,"9,085.10","9,229.90","9,259.70","8,962.10",483.10K,-1.57%
7/1/2020,"9,229.90","9,135.90","9,289.00","9,101.10",366.78K,1.03%
6/30/2020,"9,135.40","9,186.00","9,199.80","9,075.30",381.73K,-0.54%
6/29/2020,"9,185.40","9,122.80","9,229.10","9,033.60",401.12K,0.67%
6/28/2020,"9,124.00","9,008.40","9,185.50","8,950.20",329.01K,1.28%
6/27/2020,"9,008.30","9,160.50","9,190.50","8,865.30",441.93K,-1.66%
6/26/2020,"9,160.00","9,247.50","9,296.50","9,060.10",489.84K,-0.95%
6/25/2020,"9,247.50","9,300.80","9,327.30","9,022.60",524.45K,-0.59%
6/24/2020,"9,302.00","9,624.60","9,667.40","9,223.00",515.78K,-3.35%
6/23/2020,"9,624.60","9,683.90","9,715.60","9,581.80",375.49K,-0.61%
6/22/2020,"9,683.70","9,296.50","9,751.90","9,285.80",523.32K,4.17%
6/21/2020,"9,296.40","9,358.80","9,411.20","9,288.50",335.99K,-0.67%
6/20/2020,"9,358.80","9,314.00","9,394.50","9,199.80",383.44K,0.48%
6/19/2020,"9,314.00","9,390.30","9,424.00","9,249.60",478.49K,-0.79%
6/18/2020,"9,388.10","9,464.60","9,480.40","9,289.30",391.67K,-0.81%
6/17/2020,"9,464.60","9,523.60","9,543.60","9,258.20",446.45K,-0.62%
6/16/2020,"9,523.50","9,425.60","9,577.10","9,379.30",545.47K,1.04%
6/15/2020,"9,425.40","9,345.50","9,489.70","8,925.60",750.90K,0.86%
6/14/2020,"9,345.30","9,470.70","9,474.70","9,264.40",311.27K,-1.33%
6/13/2020,"9,471.30","9,466.50","9,484.90","9,369.90",364.97K,0.05%
6/12/2020,"9,466.60","9,283.70","9,547.50","9,249.40",529.28K,1.97%
6/11/2020,"9,283.20","9,878.90","9,945.20","9,139.10",919.30K,-6.03%
6/10/2020,"9,878.80","9,768.80","9,970.90","9,710.70",533.55K,1.13%
6/9/2020,"9,768.80","9,777.70","9,857.20","9,616.60",479.55K,-0.09%
6/8/2020,"9,777.90","9,743.40","9,788.20","9,662.30",431.04K,0.36%
6/7/2020,"9,742.60","9,669.60","9,791.80","9,417.40",549.20K,0.76%
6/6/2020,"9,669.60","9,630.80","9,733.10","9,549.50",370.85K,0.40%
6/5/2020,"9,631.20","9,794.00","9,846.10","9,628.70",527.05K,-1.67%
6/4/2020,"9,794.40","9,667.20","9,864.40","9,490.90",593.66K,1.32%
6/3/2020,"9,667.20","9,527.00","9,667.20","9,421.70",558.12K,1.47%
6/2/2020,"9,527.60","10,190.70","10,207.30","9,347.30",1.06M,-6.49%
6/1/2020,"10,189.30","9,454.50","10,301.80","9,429.70",796.68K,7.77%
5/31/2020,"9,454.80","9,692.90","9,695.60","9,406.20",645.27K,-2.45%
5/30/2020,"9,692.50","9,424.80","9,729.90","9,352.70",720.62K,2.84%
5/29/2020,"9,424.80","9,573.40","9,596.50","9,358.10",814.33K,-1.54%
5/28/2020,"9,572.20","9,199.80","9,610.80","9,119.20",948.86K,4.06%
5/27/2020,"9,199.10","8,842.30","9,210.90","8,818.60",810.89K,4.03%
5/26/2020,"8,842.50","8,897.70","8,994.60","8,713.90",784.92K,-0.63%
5/25/2020,"8,898.20","8,728.00","8,959.50","8,666.10",941.89K,1.95%
5/24/2020,"8,728.20","9,177.90","9,292.00","8,724.10",1.11M,-4.89%
5/23/2020,"9,177.00","9,169.80","9,303.20","9,098.90",812.56K,0.08%
5/22/2020,"9,169.70","9,058.20","9,253.50","8,952.10",914.59K,1.22%
5/21/2020,"9,059.00","9,511.60","9,567.10","8,833.60",1.41M,-4.76%
5/20/2020,"9,512.30","9,773.00","9,829.30","9,368.40",1.15M,-2.67%
5/19/2020,"9,773.30","9,730.80","9,883.90","9,498.70",1.16M,0.44%
5/18/2020,"9,730.70","9,678.40","9,930.20","9,524.40",1.18M,0.55%
5/17/2020,"9,677.70","9,376.60","9,866.00","9,327.80",1.18M,3.18%
5/16/2020,"9,379.50","9,318.10","9,579.00","9,233.00",1.10M,0.66%
5/15/2020,"9,318.00","9,778.60","9,819.60","9,223.20",1.56M,-4.71%
5/14/2020,"9,778.40","9,298.70","9,887.50","9,265.80",1.77M,5.16%
5/13/2020,"9,298.70","8,813.90","9,384.60","8,799.10",1.50M,5.50%
5/12/2020,"8,813.80","8,569.80","8,964.50","8,542.80",1.35M,2.73%
5/11/2020,"8,579.80","8,737.60","9,129.60","8,235.60",2.29M,-1.82%
5/10/2020,"8,738.80","9,553.90","9,569.40","8,259.30",2.47M,-8.54%
5/9/2020,"9,554.60","9,806.00","9,910.50","9,533.60",1.49M,-2.57%
5/8/2020,"9,806.20","9,980.10","10,018.20","9,731.40",1.42M,-1.74%
5/7/2020,"9,979.80","9,152.70","10,033.00","9,064.80",1.91M,9.05%
5/6/2020,"9,151.40","9,000.60","9,373.70","8,923.60",1.62M,1.67%
5/5/2020,"9,001.00","8,874.20","9,078.70","8,800.40",1.05M,1.42%
5/4/2020,"8,874.70","8,885.50","8,945.50","8,553.20",1.12M,-0.12%
5/3/2020,"8,885.50","8,966.20","9,169.90","8,742.20",1.15M,-0.90%
5/2/2020,"8,966.30","8,821.60","8,986.20","8,771.30",890.34K,1.64%
5/1/2020,"8,821.60","8,628.60","9,040.30","8,621.00",1.11M,2.23%
4/30/2020,"8,629.00","8,770.60","9,437.50","8,425.50",2.04M,-1.62%
4/29/2020,"8,770.90","7,746.70","8,918.50","7,729.70",1.83M,13.22%
4/28/2020,"7,746.90","7,766.00","7,770.10","7,655.30",808.09K,-0.25%
4/27/2020,"7,766.00","7,679.40","7,768.50","7,637.70",980.50K,1.13%
4/26/2020,"7,678.90","7,540.40","7,679.40","7,520.50",921.59K,1.84%
4/25/2020,"7,540.40","7,503.90","7,684.60","7,451.00",861.93K,0.49%
4/24/2020,"7,503.80","7,491.30","7,583.50","7,423.50",951.95K,0.20%
4/23/2020,"7,488.50","7,112.80","7,655.40","7,036.50",1.34M,5.28%
4/22/2020,"7,112.90","6,842.50","7,137.40","6,821.80",914.18K,3.95%
4/21/2020,"6,842.50","6,833.40","6,919.30","6,774.30",892.57K,0.13%
4/20/2020,"6,833.50","7,122.90","7,207.50","6,771.20",1.26M,-4.06%
4/19/2020,"7,122.90","7,230.90","7,238.00","7,079.10",5.93M,-1.49%
4/18/2020,"7,230.80","7,035.90","7,259.40","7,031.50",796.45K,2.77%
4/17/2020,"7,035.80","7,085.50","7,142.80","7,005.80",810.10K,-0.70%
4/16/2020,"7,085.60","6,629.10","7,159.70","6,520.50",1.54M,6.89%
4/15/2020,"6,629.10","6,851.30","6,929.50","6,615.90",1.00M,-3.24%
